mcl(2)Z3534	FBgn0069177
CG33226	FBgn0069056
l(3)psg18	FBgn0277430
CG34417	FBgn0085446
2L0128	FBgn0260101
l(1)M86.4	FBgn0022294
HM689	FBgn0082338
snoRNA:Psi18S-640e	FBgn0083022
myoblast-specific	FBgn0014364
seg	FBgn0003352
l(2)SH0553	FBgn0065731
l(2)k09837	FBgn0021985
CG11602	FBgn0040526
ifc	FBgn0001941
fltI	FBgn0000703
CG1407	FBgn0033474
Spp	FBgn0031260
CR45445	FBgn0266994
l(1)7Fh	FBgn0061159
CG15533	FBgn0039768
CR44771	FBgn0265996
CR45950	FBgn0267612
T:GPI-dally	FBgn0268008
fliG	FBgn0000672
E(rst)B47	FBgn0044124
CG43093	FBgn0262539
CG8950	FBgn0034186
CG41484	FBgn0084044
snoRNA:Psi18S-1295	FBgn0083055
PCID2	FBgn0036184
Ste:CG33239	FBgn0053239
anon-96Fd	FBgn0014119
l(3)3-7E	FBgn0064170
wts	FBgn0011739
His3:CG33851	FBgn0053851
CR45268	FBgn0266806
CG45544	FBgn0267104
l(3)66EFb	FBgn0043484
CG12717	FBgn0030420
IntS2	FBgn0030858
ana1	FBgn0262167
CG9184	FBgn0035208
Myc	FBgn0262656
CR46164	FBgn0267876
l(1)1070	FBgn0025178
Mst57Ca	FBgn0020628
PK4	FBgn0044024
snoRNA:Psi28S-1135c	FBgn0083010
l(1)Q28	FBgn0011075
CG4613	FBgn0036427
CG34261	FBgn0085290
CG32533	FBgn0052533
Ppt2	FBgn0032358
Pt-6	FBgn0022367
CG30007	FBgn0050007
betaTub97EF	FBgn0003890
l(2)SH0335	FBgn0065837
E(cact[E10])11	FBgn0015695
CG18249	FBgn0037553
GstD9	FBgn0038020
l(1)Q226	FBgn0011150
Marcal1	FBgn0031655
snoRNA:660	FBgn0065059
misp	FBgn0002750
brv2	FBgn0036712
EP339	FBgn0062656
sd-9	FBgn0067647
His1:CG33840	FBgn0053840
EP-457	FBgn0259265
CR45181	FBgn0266691
CG14780	FBgn0025383
l(1)G0307	FBgn0027226
beg	FBgn0036691
psb	FBgn0010165
CG1575	FBgn0029999
CG8460	FBgn0031996
C242	FBgn0259306
CR43701	FBgn0263839
eb	FBgn0000538
CG40894	FBgn0085532
CR46004	FBgn0267666
CG6106	FBgn0030914
l(1)19Eg	FBgn0023074
CG11857	FBgn0039303
l(2)SH0707	FBgn0065663
CG10217	FBgn0039113
l(3)S043418	FBgn0060906
EP-575	FBgn0259368
CR33255	FBgn0053255
Ir62a	FBgn0053971
6BP	FBgn0065040
CG14853	FBgn0038246
CG17631	FBgn0038392
l(1)G0087	FBgn0040200
CG6332	FBgn0038921
snoRNA:Psi28S-3186	FBgn0086662
Phm	FBgn0283509
Nlg3	FBgn0083963
His3:CG33839	FBgn0053839
tgo	FBgn0264075
TpnC4	FBgn0033027
Su(vg)B27	FBgn0010091
CR44447	FBgn0265640
Adk2	FBgn0283494
Bridged	FBgn0004986
CG32554	FBgn0052554
Mod(var)E1350	FBgn0062572
dw-sc	FBgn0005027
CG13725	FBgn0036708
CR44825	FBgn0266072
Est-B	FBgn0020932
Ten-m	FBgn0004449
CR46001	FBgn0267663
mie	FBgn0026205
CG9338	FBgn0032899
l(2)SH0032	FBgn0065961
E(sda)B	FBgn0066131
eIF5	FBgn0030719
CG8187	FBgn0034027
fkh	FBgn0000659
pinto	FBgn0024199
5SrRNA:CR33373	FBgn0053373
anon-55Ec	FBgn0028649
CR45724	FBgn0267288
fs(2)OW213	FBgn0005072
tilG	FBgn0016950
blairy	FBgn0061519
fs(2)eo7	FBgn0000967
N9	FBgn0067068
EP-610	FBgn0259466
l(3)a	FBgn0002412
fs(2)neo4	FBgn0013456
Su(z)4	FBgn0003646
CR44733	FBgn0265946
CR44899	FBgn0266204
E(var)211	FBgn0013239
2L3651	FBgn0260078
CR45685	FBgn0267245
CG5096	FBgn0032235
CG7987	FBgn0038244
sicily	FBgn0030352
CG7183	FBgn0038583
CR45909	FBgn0267569
Corp	FBgn0030028
puc	FBgn0243512
CG14411	FBgn0030582
asf1	FBgn0029094
su(RpII140[Z36])S7	FBgn0025121
s-477	FBgn0266511
CG15908	FBgn0033085
l(3)S047719	FBgn0060860
pop	FBgn0003125
CG9065	FBgn0030610
Mco1	FBgn0032116
2L2828	FBgn0260595
CG43798	FBgn0264342
CG33143	FBgn0053143
CG31358	FBgn0051358
mir-4916	FBgn0263578
CG5810	FBgn0038866
CG13593	FBgn0040665
Alk::Hsap\\NMP1	FBgn0283542
tRNA:Gly-GCC-1-9	FBgn0011868
CG16942	FBgn0033536
RnpS1	FBgn0037707
grr	FBgn0024231
Bacc	FBgn0031453
pgc	FBgn0016053
Ubc2	FBgn0015320
tRNA:Lys-TTT-2-1	FBgn0026162
CG14204	FBgn0031032
CG10588	FBgn0037037
CG42363	FBgn0259709
SkpA	FBgn0025637
BobC	FBgn0040485
l(3)S079101	FBgn0060670
CG14115	FBgn0036343
Pex14	FBgn0037020
ND-AGGG	FBgn0058002
l(1)16-1-27	FBgn0067765
l(2)k16801	FBgn0021805
Mod(var)E1047	FBgn0062578
ifx	FBgn0019805
Arpc4	FBgn0031781
CG44014	FBgn0264776
anon-XV	FBgn0019849
Lhr	FBgn0034217
His2B:CG33898	FBgn0053898
fs(2)neo9	FBgn0013459
CG7304	FBgn0036527
l(1)7Bg	FBgn0061161
dra	FBgn0041761
l(3)S4	FBgn0002446
Gabat	FBgn0036927
CG1582	FBgn0030246
CG31111	FBgn0051111
CR44236	FBgn0265167
l(2)SH0688	FBgn0065669
vkg	FBgn0016075
CG8671	FBgn0032938
CR45484	FBgn0267040
CG1324	FBgn0031129
tRNA:Asp-GTC-1-3	FBgn0051892
C386	FBgn0259290
EC3-9	FBgn0283456
Sas-4	FBgn0011020
mir-966	FBgn0262317
dpa	FBgn0015929
anon-10Aq	FBgn0023117
CR46169	FBgn0267881
l(3)82EFa	FBgn0025490
SP1029	FBgn0263236
CG34039	FBgn0054039
l(1)dn5	FBgn0001628
anon-14Ab	FBgn0015858
CG17292	FBgn0032029
CR45020	FBgn0266378
Tsp42Eo	FBgn0033136
snoRNA:Psi28S-2149	FBgn0086664
CR44295	FBgn0265341
Task6	FBgn0038165
ms(3)Z2995	FBgn0069120
CG5355	FBgn0032242
hp	FBgn0001212
Cog7	FBgn0051040
CG45089	FBgn0266490
CG13097	FBgn0032051
CG12939	FBgn0040770
Cyt-b5-r	FBgn0000406
l(2)PC4-427	FBgn0015973
CR14033	FBgn0046776
CG30270	FBgn0061435
CG7275	FBgn0036500
snoRNA:Me18S-G393	FBgn0086030
CG17707	FBgn0025835
Nep2	FBgn0027570
CR45748	FBgn0267312
EP3916	FBgn0086373
Neto	FBgn0265416
Mlf	FBgn0034051
l(3)R12	FBgn0005226
DNApol-gamma35	FBgn0004407
CG15726	FBgn0030415
Proc-R	FBgn0029723
Cpr30B	FBgn0032125
l(3)87Ba	FBgn0002333
tRNA:Tyr-GTA-1-3	FBgn0012016
mus317	FBgn0069107
CG42867	FBgn0262141
CG30274	FBgn0050274
stas	FBgn0030850
Cyp317a1	FBgn0033982
CG30020	FBgn0050020
l(2)SH0353	FBgn0065830
l(1)v139	FBgn0005442
chp	FBgn0267435
anon-25D26Ab	FBgn0026746
CG40167	FBgn0058167
CR46109	FBgn0267778
CG7634	FBgn0037101
CG34304	FBgn0085333
mo	FBgn0002779
l(2)SH0591	FBgn0065711
mir-308	FBgn0262407
Su(var)212	FBgn0266057
CG13563	FBgn0034966
CG12702	FBgn0031070
CR45174	FBgn0266684
l(3)ac	FBgn0005199
CG7054	FBgn0038972
CG34448	FBgn0085477
Su(osk)K6	FBgn0020892
Cyp313b1	FBgn0037601
l(3)93Df	FBgn0002389
Tim23	FBgn0267976
CG8108	FBgn0027567
dj-1beta	FBgn0039802
l(1)M120.1	FBgn0022299
CG1360	FBgn0033195
CG3589	FBgn0035065
CG34444	FBgn0085473
Su(Ste):CR42442	FBgn0259873
Sbp3	FBgn0024302
CG18081	FBgn0036537
anon-10Ar	FBgn0023116
CR44515	FBgn0265708
CG14708	FBgn0037910
Atg17	FBgn0037363
CG9941	FBgn0030514
CR45261	FBgn0266799
CG7903	FBgn0039730
l(3)L3560	FBgn0024546
dc	FBgn0022336
tak	FBgn0020777
Doc1	FBgn0028789
l(3)89Ac	FBgn0025772
CG13438	FBgn0034545
CG32524	FBgn0052524
CG11699	FBgn0030311
CG12567	FBgn0039958
Sfp24Bd	FBgn0259953
Vps53	FBgn0031598
anon-50ABc	FBgn0028391
fs(1)Ya	FBgn0000927
par	FBgn0003035
fs(3)HO5B	FBgn0001042
CG6168	FBgn0036154
CR46207	FBgn0267926
CHKov2	FBgn0039328
Mink	FBgn0039250
l(2)SH1391	FBgn0065455
troya	FBgn0260017
CG5919	FBgn0038876
l(2)neo1	FBgn0084144
CG34241	FBgn0250825
Obp99d	FBgn0039684
l(2)K255	FBgn0002138
fs(1)11-1505	FBgn0025181
5SrRNA:CR33424	FBgn0053424
CG11585	FBgn0030543
CG9246	FBgn0032925
tu-mwh	FBgn0010192
Smyd4-1	FBgn0033427
Cyp12d1-p	FBgn0050489
CG33671	FBgn0061359
CG34355	FBgn0085384
EP2-1080	FBgn0260803
CG9701	FBgn0036659
Ptth	FBgn0013323
CG6785	FBgn0032399
CG15925	FBgn0034129
CR46299	FBgn0283626
CG7829	FBgn0039703
nad1	FBgn0043874
M(3)40l30	FBgn0025577
ND-24	FBgn0030853
om	FBgn0002995
CG31457	FBgn0051457
E(ro[DOM])1801	FBgn0043595
CR46138	FBgn0267813
CG2991	FBgn0031474
amd	FBgn0000075
fs(2)TLM	FBgn0001001
l(1)G0220	FBgn0027265
l(1)Stark-d	FBgn0011045
l(1)G0119	FBgn0026671
CG31775	FBgn0028537
CG14364	FBgn0040557
Sws1	FBgn0085343
Eyl	FBgn0000627
Pt-5	FBgn0022368
CR45006	FBgn0266358
l(1)ts1901	FBgn0005488
goul	FBgn0011221
CG43058	FBgn0262360
X-40-2	FBgn0069308
EP707	FBgn0062643
CG2059	FBgn0029942
l(3)SG41	FBgn0002482
E(rst)K166	FBgn0044070
ms(2)neo5	FBgn0013660
aay	FBgn0023129
l(3)S127508	FBgn0060424
l(3)S118502b	FBgn0043887
l(3)96Fe	FBgn0010147
anon-38C.45	FBgn0046660
CG30442	FBgn0050442
CG11034	FBgn0031741
l(3)neo35	FBgn0011468
l(1)G0259	FBgn0027249
CG41242	FBgn0085569
CG15080	FBgn0034391
CG10597	FBgn0030832
l(3)96Aa	FBgn0019688
CG1139	FBgn0035300
CG43732	FBgn0263983
CR45296	FBgn0266834
anon-77Bb	FBgn0016778
l(3)S064318	FBgn0060753
logo	FBgn0010157
csw::Src64B	FBgn0016791
CG15735	FBgn0030364
Ssadh	FBgn0039349
CG9689	FBgn0030159
CG14326	FBgn0038528
CR45299	FBgn0266837
GSd056	FBgn0260328
Su(rst)E122	FBgn0043990
l(2)60Ae	FBgn0014252
lectin-29Ca	FBgn0040098
Vps16A	FBgn0261241
inb	FBgn0001265
CG17764	FBgn0029751
CG31125	FBgn0051125
l(3)S117708b	FBgn0060459
Lk	FBgn0028418
mcl(3)Z1898	FBgn0069162
l(2)45Aj	FBgn0041127
CG34223	FBgn0085252
GG01341	FBgn0259571
l(2)mr	FBgn0002155
T:Khc-606	FBgn0023144
CR44873	FBgn0266167
ER3-4	FBgn0016646
CG13004	FBgn0030797
l(2)SH0378	FBgn0065816
CG34124	FBgn0083960
CG32266	FBgn0052266
l(2)SH0366	FBgn0065822
2L2181	FBgn0260083
CG33178	FBgn0053178
CG6659	FBgn0030946
CG4650	FBgn0032549
CG12014	FBgn0035445
fz::fz2	FBgn0042640
CG40269	FBgn0058269
CR31912	FBgn0051912
CG32054	FBgn0052054
CG42336	FBgn0259238
CG41355	FBgn0083997
CR34024	FBgn0054024
Cpr66D	FBgn0052029
CG40099	FBgn0058099
CE2-3	FBgn0063646
mago	FBgn0002736
l(2)T57h8	FBgn0011635
l(2)31Ca	FBgn0014216
l(3)S119005	FBgn0028004
l(3)67Ae	FBgn0002201
l(3)S011004	FBgn0028210
CG4970	FBgn0032364
CG10055	FBgn0037482
CG4073	FBgn0037827
CG11298	FBgn0034721
Ndg::LpR2	FBgn0082305
l(3)73Bc	FBgn0002287
mdl	FBgn0002701
l(2)38Da	FBgn0025175
l(3)S128306	FBgn0060420
CG30278	FBgn0050278
hay	FBgn0001179
Syx1A	FBgn0013343
Dic1	FBgn0027610
S(smoDN)166	FBgn0083154
A45	FBgn0027096
CG14773	FBgn0040895
CR46013	FBgn0267677
l(1)2BCa	FBgn0015429
Rpp20	FBgn0066304
l(3)S051309	FBgn0028131
l(2)SH1060	FBgn0065541
l(2)49Fg	FBgn0002078
CG14275	FBgn0032022
intro	FBgn0001268
snoRNA:Me28S-U3344b	FBgn0086048
asun	FBgn0020407
CG12730	FBgn0029771
Or71a	FBgn0036474
Mod(var)1038	FBgn0062628
CG1518	FBgn0031149
CG17165	FBgn0039940
l(2)SH1702	FBgn0065370
Su(2)E	FBgn0067398
CR44220	FBgn0265151
CR45722	FBgn0267286
Dhx15	FBgn0033160
l(2)k07509	FBgn0022083
CR44671	FBgn0265882
CR42723	FBgn0261640
alpha-Est10	FBgn0015569
tRNA:Glu-CTC-3-1	FBgn0052330
l(3)R115	FBgn0010151
Orcokinin	FBgn0034935
teu	FBgn0041715
CG31112	FBgn0051112
CG33285	FBgn0053285
bt	FBgn0005666
CR44213	FBgn0265144
tRNA:Gly-GCC-1-6	FBgn0011864
MFS10	FBgn0030452
l(3)S138901b	FBgn0060362
foxo	FBgn0038197
Or22c	FBgn0026396
CG10979	FBgn0037379
CR44855	FBgn0266149
CG15578	FBgn0040905
CG5131	FBgn0032644
Cyp12a4	FBgn0038681
Tret1-1	FBgn0050035
l(1)G0152	FBgn0028357
l(3)R102	FBgn0005242
CR45898	FBgn0267558
Srp54	FBgn0024285
l(2)46Db	FBgn0014986
CR11538	FBgn0017424
Obp18a	FBgn0030985
CG32809	FBgn0023531
pyd	FBgn0262614
Cyp6a8	FBgn0013772
mRpS35	FBgn0035374
SA-2	FBgn0043865
tRNA:Val-CAC-1-1	FBgn0012002
mapP	FBgn0002647
CR31386	FBgn0051386
l(3)69Ad	FBgn0002265
NijB	FBgn0036822
vivi-repeat	FBgn0015563
Gpa2	FBgn0261386
l(2)37CDf	FBgn0015461
CR45940	FBgn0267602
E(Dl)F42	FBgn0010029
anon-30Fd	FBgn0023470
baz::par-6	FBgn0261956
GAA1	FBgn0029818
Fatp	FBgn0267828
mthl12	FBgn0045442
l(1)2Bp	FBgn0001384
Walker	FBgn0004613
snoRNA:83E4-5	FBgn0261006
CR34262	FBgn0085291
CR43144	FBgn0262620
CR17024	FBgn0032437
CG11068	FBgn0030536
MFS14	FBgn0010651
l(3)ry102	FBgn0014310
mer-on-3	FBgn0041733
CR43158	FBgn0262688
l(2)k17002	FBgn0021798
CG5543	FBgn0034908
CR31840	FBgn0051840
fs(2)OWc5	FBgn0005093
l(2)32BCa	FBgn0027652
CG7231	FBgn0031968
LSm3	FBgn0051184
l(2)23Dc	FBgn0040121
cnc	FBgn0262975
Su(var)323	FBgn0003630
anon-MMS128	FBgn0025785
GILT1	FBgn0038149
E(rst)C109	FBgn0044117
E(br)160	FBgn0069451
CG4991	FBgn0030817
CR45436	FBgn0266985
l(1)G0206	FBgn0067749
GG01179	FBgn0259543
CR43411	FBgn0263330
Pen	FBgn0267727
Ilp3	FBgn0044050
CG32760	FBgn0052760
CG33965	FBgn0053965
fs(2)ltoDG25	FBgn0004819
spi::vn	FBgn0024598
l(2)k07822	FBgn0024656
TwdlE	FBgn0031957
l(2)k08407	FBgn0022039
anon-9Ba	FBgn0015357
CG6488	FBgn0032361
Rcd1	FBgn0033897
CG44104	FBgn0264913
HM400	FBgn0082349
ifm(2)RS4	FBgn0262711
CG4367	FBgn0038783
CG12431	FBgn0040769
CG41378	FBgn0085638
CG14400	FBgn0032896
Hsl	FBgn0034491
l(3)SG47	FBgn0002487
l(1)Q206	FBgn0011132
E(rst)H125	FBgn0044084
CR44799	FBgn0266034
CR43151	FBgn0262681
PL(3)sp-T1	FBgn0003103
noah	FBgn0016046
Su(rst)B188	FBgn0044008
l(2)SH0702	FBgn0065664
CG45084	FBgn0266459
CG14397	FBgn0032914
l(2)SH0998	FBgn0065558
GG01287	FBgn0259549
gkt	FBgn0260817
CG13891	FBgn0035139
l(2)SH0545	FBgn0065734
GstO3	FBgn0035904
GSd017	FBgn0260289
CG42833	FBgn0262022
freshair	FBgn0041153
srg	FBgn0015547
CG13244	FBgn0032577
CG8306	FBgn0034142
ND-19	FBgn0035046
CG34163	FBgn0085192
l(3)s2976	FBgn0011810
Oseg2	FBgn0035317
Gr93c	FBgn0045469
CG11929	FBgn0031620
p130CAS	FBgn0035101
CG13056	FBgn0040794
smi26D	FBgn0016927
E(ftz)2142	FBgn0082685
EP-323	FBgn0259321
aos::vn	FBgn0024688
2L3908	FBgn0260065
Stalker2\\ORF4	FBgn0063395
CG40600	FBgn0085499
tRNA:Asp-GTC-1-2	FBgn0051896
Myo61F	FBgn0010246
CR44230	FBgn0265161
CG5756	FBgn0034301
Cyt-c1L	FBgn0039651
CG4848	FBgn0037998
l(3)87Db	FBgn0002350
Osi20	FBgn0037430
shep	FBgn0052423
l(3)S049508b	FBgn0060840
slbo::Rat\\C-EBP-alpha	FBgn0016067
CR46156	FBgn0267868
mus306	FBgn0002903
S	FBgn0003310
CG4066	FBgn0038011
CR44929	FBgn0266234
l(3)S005302a	FBgn0028226
CG11306	FBgn0037108
EB3	FBgn0083247
CG6870	FBgn0032652
patch	FBgn0003039
l(1)ESHS4	FBgn0001683
fs(3)6284	FBgn0011594
CR44686	FBgn0265897
ine	FBgn0011603
CG15446	FBgn0031155
Z2528	FBgn0262165
l(1)LefEM3	FBgn0024678
CG13585	FBgn0035020
Tcs3	FBgn0283681
ttk::Hsap\\BCL6	FBgn0043019
l(3)SzB90Cm	FBgn0060790
tRNA:Ser-CGA-1-2	FBgn0011976
anon-A6	FBgn0041167
l(2)k05001	FBgn0024667
iab-7PRE	FBgn0029081
CG4576	FBgn0038366
CG11836	FBgn0039272
EP-1	FBgn0259385
CG4781	FBgn0035043
CG31295	FBgn0051295
CG15482	FBgn0032483
His2B:CG33886	FBgn0053886
wbf-2	FBgn0086213
l(3)89Bc	FBgn0004750
Nup37	FBgn0039301
l(3)F13	FBgn0002422
CG4004	FBgn0030418
snoRNA:Psi28S-3327b	FBgn0082966
l(3)89Bp	FBgn0017366
Muc18B	FBgn0031000
trbd	FBgn0037734
Su(Ste):CR42410	FBgn0259841
tiny-bristle	FBgn0003667
Su(phl)43B	FBgn0014886
CG8738	FBgn0033321
brn	FBgn0000221
l(2)SH0436	FBgn0065785
CR44344	FBgn0265444
CR44481	FBgn0265674
Lcp65Ag2	FBgn0020637
CG1907	FBgn0039674
CG30440	FBgn0050440
l(1)Q81	FBgn0011120
anon-99Da	FBgn0015897
CG34274	FBgn0085303
l(1)14Cb	FBgn0001538
CG7556	FBgn0030990
tetra	FBgn0003684
CG31460	FBgn0051460
CG14613	FBgn0031188
CR44808	FBgn0266043
nkd	FBgn0002945
Ubx::Hmed\\Lox4	FBgn0041176
5SrRNA:CR33422	FBgn0053422
CG41524	FBgn0085668
CG30148	FBgn0050148
2L3443	FBgn0260099
CD98	FBgn0026560
CG12934	FBgn0033541
CG31926	FBgn0051926
CR44590	FBgn0265801
l(3)S041832	FBgn0060931
CG34456	FBgn0085485
dal	FBgn0000415
e(w[a])r	FBgn0014155
CG18213	FBgn0038470
DC238	FBgn0082830
CG31997	FBgn0051997
CG31880	FBgn0051880
CR44653	FBgn0265864
snoRNA:Me18S-U1356a	FBgn0082949
l(3)S113403	FBgn0060466
CG9522	FBgn0030587
anon-38C.15	FBgn0046678
EP1065	FBgn0062705
CG42498	FBgn0260224
thb	FBgn0003694
CG15641	FBgn0030643
fs(2)OW102	FBgn0005056
l(1)294-16	FBgn0011182
ms(3)85E	FBgn0025481
CR45555	FBgn0267115
CG7378	FBgn0030976
CG44434	FBgn0265626
Str	FBgn0003539
Ars-region1	FBgn0000123
S(faf)244	FBgn0043573
CR44149	FBgn0264998
CG12038	FBgn0035179
CG33543	FBgn0053543
l(3)S034107b	FBgn0060956
CG34168	FBgn0085197
l(3)S097405	FBgn0060557
l(1)ts1064	FBgn0005476
Scim20	FBgn0044407
CG41587	FBgn0085711
CG40971	FBgn0085547
Or56a	FBgn0034473
l(2)SH1504	FBgn0065428
l(1)Mb8	FBgn0001789
C756	FBgn0259396
fz2::otk	FBgn0264620
l(1)G0078	FBgn0026684
lectin-21Ca	FBgn0040107
pre-mod(mdg4)-T	FBgn0261837
Dew	FBgn0013804
snoRNA:Psi18S-1347c	FBgn0086600
CG3045	FBgn0034703
l(1)7Aa	FBgn0001431
CG34140	FBgn0083976
tRNA:Pro-AGG-1-2	FBgn0028912
CR44049	FBgn0264841
l(2)56Fb	FBgn0004701
Ars-region8	FBgn0000130
l(1)I33e27	FBgn0011612
CG12587	FBgn0040685
CR44909	FBgn0266214
CG6907	FBgn0031711
l(2)914	FBgn0259787
l(3)j12B4	FBgn0011436
EP-J63.2	FBgn0259453
Din	FBgn0005010
CG8485	FBgn0033915
CG12773	FBgn0024365
CG42271	FBgn0259166
CG6052	FBgn0036747
Osi7	FBgn0037414
CG34312	FBgn0085341
vta	FBgn0020772
CG40972	FBgn0085548
l(2)IIJ59	FBgn0002126
Coq2	FBgn0037574
ftz	FBgn0001077
opus\\env	FBgn0025877
l(3)S023447	FBgn0061048
ms(2)1	FBgn0002815
l(2)44Fr	FBgn0041741
l(3)73Ad	FBgn0002279
CG13692	FBgn0031254
Magi	FBgn0034590
CG33668	FBgn0053668
pky	FBgn0261870
CR44298	FBgn0265344
CR45401	FBgn0266950
CG6398	FBgn0030870
CR34047	FBgn0054047
l(1)m-C	FBgn0015958
l(3)S084015b	FBgn0060643
EP3104	FBgn0043353
CG42661	FBgn0261537
l(3)02521	FBgn0010782
Vha16-5	FBgn0032294
CG12914	FBgn0033499
anon-XIII	FBgn0019851
CycK	FBgn0025674
rno	FBgn0035106
l(2)SH2147	FBgn0065243
CR45032	FBgn0266392
CG9257	FBgn0032916
CG13775	FBgn0031874
FCO-B	FBgn0264417
CG43233	FBgn0262878
slm10A	FBgn0003427
l(2)k10210	FBgn0021958
GSd219	FBgn0260250
teg	FBgn0015552
EP-450	FBgn0259380
CR45257	FBgn0266795
l(3)S007403a	FBgn0028222
CG43230	FBgn0262875
l(1)ESHS32	FBgn0001711
fs(2)PC4-U	FBgn0015939
l(2)24EFf	FBgn0005508
ms(1)413	FBgn0002809
l(2)DJ690	FBgn0069200
put	FBgn0003169
anon-91Ab	FBgn0016784
l(2)39DEf	FBgn0016881
Hr4	FBgn0264562
FeCH	FBgn0266268
l(3)Sp5	FBgn0002513
MFS1	FBgn0050272
CG32150	FBgn0052150
CR45389	FBgn0266938
Sec24AB	FBgn0033460
yrt	FBgn0004049
CheB38a	FBgn0067312
11	FBgn0070057
CR46167	FBgn0267879
Tcr	FBgn0003677
l(1)G0498	FBgn0040136
30-1	FBgn0069067
iab-6-1.as	FBgn0065980
EDTP	FBgn0027506
Faf2	FBgn0025608
dgt4	FBgn0026085
Cht8	FBgn0034580
CG12378	FBgn0038748
Den1	FBgn0033716
CG7798	FBgn0034092
l(2)SH0259	FBgn0065870
l(2)SH1672	FBgn0065378
CG40486	FBgn0263830
mus108	FBgn0002883
l(1)4Ea	FBgn0004970
CG31736	FBgn0051736
1038	FBgn0084606
l(3)09402	FBgn0024862
TfIIEbeta	FBgn0015829
CG9616	FBgn0038214
sd-1	FBgn0067658
l(1)N19	FBgn0016844
l(2)42Bi	FBgn0043035
Xanthias\\polyprotein	FBgn0262561
CG9674	FBgn0036663
CG6347	FBgn0033874
CG17843	FBgn0038919
CR44897	FBgn0266202
CR45538	FBgn0267098
RpL38	FBgn0040007
Pdcd4	FBgn0030520
Ufd1-like	FBgn0036136
anon-47Ba	FBgn0029103
CG11356	FBgn0030375
CG11839	FBgn0039271
CG32452	FBgn0052452
GSd498	FBgn0260299
CR44964	FBgn0266279
Brd	FBgn0000216
CG34041	FBgn0054041
l(2)SH1120	FBgn0065525
CG30479	FBgn0050479
mir-133	FBgn0262445
l(2)24EFe	FBgn0005507
Cyp6a17	FBgn0015714
CG32720	FBgn0052720
CG12341	FBgn0033550
C623	FBgn0259322
CR43433	FBgn0263381
l(2)S51	FBgn0005191
Elp3	FBgn0031604
CG31087	FBgn0051087
Tsp66A	FBgn0035786
vto	FBgn0084678
Su(var)3-12	FBgn0003603
Inr-Adh	FBgn0013281
l(3)SH034	FBgn0065165
Su(Ste):CR42412	FBgn0259843
short-round	FBgn0264660
CG41293	FBgn0085602
l(3)S047212b	FBgn0060868
l(3)86Fg	FBgn0002328
CG32280	FBgn0052280
pcl	FBgn0011822
ms(1)268	FBgn0027634
CR18228	FBgn0037560
CG2926	FBgn0037344
caup	FBgn0015919
CG12923	FBgn0033461
l(2)23Dd	FBgn0040120
CG34199	FBgn0085228
CR46048	FBgn0267715
CR40441	FBgn0058441
mcd	FBgn0002455
CR46086	FBgn0267755
anon-i118	FBgn0067787
mus321	FBgn0069103
CG14154	FBgn0036093
M7.S	FBgn0263902
l(3)S148011a	FBgn0027957
CG32984	FBgn0052984
CG5877	FBgn0030625
Gr22d	FBgn0045498
CR44669	FBgn0265880
anon-23Aa	FBgn0023105
CG2006	FBgn0039664
l(1)N23	FBgn0016845
ftz-f1::smt3	FBgn0266193
Sry-delta	FBgn0003512
CG31145	FBgn0051145
corolla	FBgn0267967
anon-240K	FBgn0015863
SteXh:CG42398	FBgn0259817
tho	FBgn0011233
CG9269	FBgn0038161
CR46253	FBgn0267986
Rrp6	FBgn0038269
CG44085	FBgn0264894
M(2)31A	FBgn0002597
CG3008	FBgn0031643
snoRNA:U3:54Aa	FBgn0065048
ms(2)n55	FBgn0082588
CR44449	FBgn0265642
H2.0	FBgn0001170
l(3)73Af	FBgn0002281
Toll-6	FBgn0036494
CycA	FBgn0000404
CG13088	FBgn0032047
CR46008	FBgn0267672
anon-48Ae	FBgn0015876
l(2)SH0287	FBgn0065858
mRpL17	FBgn0035122
GSd484	FBgn0260348
CG14671	FBgn0037340
CG14841	FBgn0038218
CG43293	FBgn0262985
Xpc	FBgn0004698
Est-F	FBgn0015727
DCX-EMAP	FBgn0259099
CG43099	FBgn0262545
Mp20	FBgn0002789
C517	FBgn0259280
CG41459	FBgn0084021
Clp	FBgn0015621
olfJ11	FBgn0024608
His-Psi:CR31615	FBgn0051615
SmF	FBgn0000426
l(1)M83	FBgn0001785
l(3)89Bg	FBgn0004754
5SrRNA:CR33431	FBgn0053431
lzb	FBgn0261864
aos::shg	FBgn0019808
Rab3-GEF	FBgn0030613
l(2)k16529	FBgn0021810
Pt-37	FBgn0022370
l(2)k17019b	FBgn0021794
CG14606	FBgn0037485
l(3)72Di	FBgn0005541
CR43363	FBgn0263095
CR43174	FBgn0267794
l(3)S028102b	FBgn0060987
CG8478	FBgn0037746
CG14809	FBgn0040898
dy	FBgn0004511
Cdk9	FBgn0019949
fs(2)Z2-931	FBgn0265218
Nha1	FBgn0031865
l(3)A38	FBgn0263880
CG5789	FBgn0039207
CG14432	FBgn0029919
2L3390	FBgn0260069
PpV	FBgn0003139
C277	FBgn0259325
l(2)SH1513	FBgn0065427
l(3)S095209	FBgn0060577
jal	FBgn0014970
CG3285	FBgn0031522
B0404	FBgn0259670
anon-36Ab	FBgn0025561
M(3)99E	FBgn0002627
CG10265	FBgn0033990
l(3)H94	FBgn0027127
tRNA:Thr-AGT-3-1Psi	FBgn0052034
